experiment,case,instance_class,N,target_kappa,actual_kappa,eps_target,seed,certify_terminal,certificate_tol,effective_terminal_eps,total_iters,fwd_phases,rev_phases,runtime_sec,matched_pairs,object_terminal_certificate_passed_warm,terminal_certificate_passed_warm,terminal_fallback_used,cs_violation,feasible,outside_i_exact_error,outside_j_exact_error,outside_i_upper_ok,outside_j_upper_ok,matched_pair_error,object_terminal_certificate_passed_final,terminal_certificate_passed_final,full_equilibrium_diagnostic_passed
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.992347240447998,1e-05,26,True,0.0,1e-05,345,13,11,0.02631212491542101,50,True,True,False,1.0013580322265625e-05,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9933745861053467,1e-05,27,True,0.0,1e-05,313,13,11,0.023419291945174336,50,True,True,False,1.0013580322265625e-05,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9416714906692505,1e-05,28,True,0.0,1e-05,342,13,11,0.025539209134876728,50,True,True,False,1.0013580322265625e-05,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.905202865600586,1e-05,29,True,0.0,1e-05,253,13,11,0.018979999935254455,50,True,True,False,1.0013580322265625e-05,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9420462846755981,1e-05,30,True,0.0,1e-05,296,13,11,0.021525833988562226,50,True,True,False,1.0013580322265625e-05,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9017305374145508,1e-06,1,True,0.0,1e-06,375,14,13,0.028097833041101694,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.971927285194397,1e-06,2,True,0.0,1e-06,472,14,13,0.03360845916904509,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9265098571777344,1e-06,3,True,0.0,1e-06,271,14,13,0.020920666167512536,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.974908709526062,1e-06,4,True,0.0,1e-06,347,14,13,0.02479454199783504,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9728790521621704,1e-06,5,True,0.0,1e-06,340,14,13,0.027259166119620204,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.8598841428756714,1e-06,6,True,0.0,1e-06,364,14,13,0.027584290830418468,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9099600315093994,1e-06,7,True,0.0,1e-06,356,14,13,0.026493375189602375,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9786659479141235,1e-06,8,True,0.0,1e-06,273,14,13,0.020359084010124207,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.981182336807251,1e-06,9,True,0.0,1e-06,424,14,13,0.031254541128873825,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.8124560117721558,1e-06,10,True,0.0,1e-06,293,14,13,0.021602290915325284,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.989508032798767,1e-06,11,True,0.0,1e-06,262,14,13,0.02121920813806355,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.974238395690918,1e-06,12,True,0.0,1e-06,350,14,13,0.025874124839901924,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.875627040863037,1e-06,13,True,0.0,1e-06,347,14,13,0.025734417140483856,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9244816303253174,1e-06,14,True,0.0,1e-06,307,14,13,0.023927832953631878,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9816420078277588,1e-06,15,True,0.0,1e-06,386,14,13,0.02885083295404911,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9985407590866089,1e-06,16,True,0.0,1e-06,208,14,13,0.01635024999268353,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9696245193481445,1e-06,17,True,0.0,1e-06,368,14,13,0.026769249932840466,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.913219690322876,1e-06,18,True,0.0,1e-06,332,14,13,0.024267875123769045,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.924095630645752,1e-06,19,True,0.0,1e-06,285,14,13,0.02066641696728766,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.889137864112854,1e-06,20,True,0.0,1e-06,322,14,13,0.023973000003024936,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9328501224517822,1e-06,21,True,0.0,1e-06,327,14,13,0.023748792009428144,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9831669330596924,1e-06,22,True,0.0,1e-06,405,14,13,0.02890208293683827,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9755913019180298,1e-06,23,True,0.0,1e-06,522,14,13,0.037302999990060925,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9443129301071167,1e-06,24,True,0.0,1e-06,316,14,13,0.02398366597481072,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9377446174621582,1e-06,25,True,0.0,1e-06,328,14,13,0.024142207810655236,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.992347240447998,1e-06,26,True,0.0,1e-06,366,14,13,0.027377041056752205,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9933745861053467,1e-06,27,True,0.0,1e-06,334,14,13,0.024014542112126946,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9416714906692505,1e-06,28,True,0.0,1e-06,396,14,13,0.030045999912545085,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.905202865600586,1e-06,29,True,0.0,1e-06,268,14,13,0.02025395887903869,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9420462846755981,1e-06,30,True,0.0,1e-06,322,14,13,0.02482000016607344,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.869684219360352,0.1,1,True,0.0,0.1,347,7,4,0.032347792061045766,50,False,False,True,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.9649658203125,0.1,2,True,0.0,0.1,272,7,4,0.02229700004681945,50,False,False,True,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.978192329406738,0.1,3,True,0.0,0.1,145,6,4,0.012002374976873398,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.969547271728516,0.1,4,True,0.0,0.1,112,6,4,0.010349541902542114,50,True,True,False,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.993870735168457,0.1,5,True,0.0,0.1,117,6,4,0.010898874839767814,50,True,True,False,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.97702407836914,0.1,6,True,0.0,0.1,148,6,4,0.011650334112346172,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.975683212280273,0.1,7,True,0.0,0.1,314,7,4,0.024092583917081356,50,False,False,True,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.944604873657227,0.1,8,True,0.0,0.1,109,6,4,0.008505083154886961,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.944684028625488,0.1,9,True,0.0,0.1,76,6,4,0.006265416042879224,50,True,True,False,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.972734451293945,0.1,10,True,0.0,0.1,159,6,4,0.013115459121763706,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.933792114257812,0.1,11,True,0.0,0.1,117,6,4,0.009679999900981784,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.986422538757324,0.1,12,True,0.0,0.1,178,7,4,0.01433362509123981,50,False,False,True,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.994711875915527,0.1,13,True,0.0,0.1,164,6,4,0.012954916106536984,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.980729103088379,0.1,14,True,0.0,0.1,132,6,4,0.011001083999872208,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.964361190795898,0.1,15,True,0.0,0.1,107,6,4,0.008295249892398715,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.976705551147461,0.1,16,True,0.0,0.1,172,6,4,0.01301670796237886,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.933472633361816,0.1,17,True,0.0,0.1,93,6,4,0.008233542088419199,50,True,True,False,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.994058609008789,0.1,18,True,0.0,0.1,108,6,4,0.009076042100787163,50,True,True,False,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.9923677444458,0.1,19,True,0.0,0.1,202,6,4,0.017937291879206896,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.993800163269043,0.1,20,True,0.0,0.1,265,6,4,0.023083250038325787,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.924300193786621,0.1,21,True,0.0,0.1,122,6,4,0.010233042063191533,50,True,True,False,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.98737621307373,0.1,22,True,0.0,0.1,161,6,4,0.013321500038728118,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.980504035949707,0.1,23,True,0.0,0.1,77,6,4,0.006846416974440217,50,True,True,False,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.983229637145996,0.1,24,True,0.0,0.1,246,7,4,0.02295833406969905,50,False,False,True,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.953289985656738,0.1,25,True,0.0,0.1,164,6,4,0.019711042055860162,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.952713966369629,0.1,26,True,0.0,0.1,85,6,4,0.008898416999727488,50,True,True,False,0.10000038146972656,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.992609977722168,0.1,27,True,0.0,0.1,169,6,4,0.015957208117470145,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.997044563293457,0.1,28,True,0.0,0.1,126,6,4,0.010176165960729122,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.990455627441406,0.1,29,True,0.0,0.1,200,6,4,0.03031629091128707,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.947900772094727,0.1,30,True,0.0,0.1,138,6,4,0.033081083092838526,50,True,True,False,0.09999990463256836,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.869684219360352,0.01,1,True,0.0,0.01,232,8,6,0.028779499931260943,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.9649658203125,0.01,2,True,0.0,0.01,230,8,6,0.032839665887877345,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.978192329406738,0.01,3,True,0.0,0.01,234,8,6,0.016686624847352505,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.969547271728516,0.01,4,True,0.0,0.01,207,8,6,0.014850499806925654,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.993870735168457,0.01,5,True,0.0,0.01,201,8,6,0.031030084006488323,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.97702407836914,0.01,6,True,0.0,0.01,184,8,6,0.020527125103399158,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.975683212280273,0.01,7,True,0.0,0.01,338,8,6,0.025088957976549864,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.944604873657227,0.01,8,True,0.0,0.01,242,8,6,0.019315959187224507,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.944684028625488,0.01,9,True,0.0,0.01,168,8,6,0.015840958803892136,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.972734451293945,0.01,10,True,0.0,0.01,205,8,6,0.01648750016465783,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.933792114257812,0.01,11,True,0.0,0.01,186,8,6,0.014672708930447698,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.986422538757324,0.01,12,True,0.0,0.01,211,8,6,0.01518658408895135,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.994711875915527,0.01,13,True,0.0,0.01,176,8,6,0.013608874985948205,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.980729103088379,0.01,14,True,0.0,0.01,191,8,6,0.01515550003387034,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.964361190795898,0.01,15,True,0.0,0.01,176,8,6,0.013234665850177407,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.976705551147461,0.01,16,True,0.0,0.01,268,8,6,0.02019041613675654,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.933472633361816,0.01,17,True,0.0,0.01,203,8,6,0.015352291986346245,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.994058609008789,0.01,18,True,0.0,0.01,227,8,6,0.016603084048256278,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.9923677444458,0.01,19,True,0.0,0.01,214,8,6,0.017630749847739935,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.993800163269043,0.01,20,True,0.0,0.01,241,8,6,0.018104250077158213,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.924300193786621,0.01,21,True,0.0,0.01,197,8,6,0.014832084067165852,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.98737621307373,0.01,22,True,0.0,0.01,213,8,6,0.016386500094085932,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.980504035949707,0.01,23,True,0.0,0.01,150,8,6,0.012357999803498387,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.983229637145996,0.01,24,True,0.0,0.01,171,8,6,0.013235124992206693,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.953289985656738,0.01,25,True,0.0,0.01,198,8,6,0.015559709165245295,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.952713966369629,0.01,26,True,0.0,0.01,135,8,6,0.011197624960914254,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.992609977722168,0.01,27,True,0.0,0.01,320,8,6,0.023357083089649677,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.997044563293457,0.01,28,True,0.0,0.01,221,8,6,0.016967125004157424,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.990455627441406,0.01,29,True,0.0,0.01,216,8,6,0.01693345815874636,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.947900772094727,0.01,30,True,0.0,0.01,212,8,6,0.01845575007610023,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.869684219360352,0.001,1,True,0.0,0.001,253,9,8,0.01921204198151827,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.9649658203125,0.001,2,True,0.0,0.001,234,9,8,0.017611500108614564,50,True,True,False,0.0009999275207519531,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.978192329406738,0.001,3,True,0.0,0.001,265,9,8,0.019933165982365608,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.969547271728516,0.001,4,True,0.0,0.001,234,9,8,0.01799508393742144,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.993870735168457,0.001,5,True,0.0,0.001,207,9,8,0.015338375000283122,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.97702407836914,0.001,6,True,0.0,0.001,208,9,8,0.016772500006482005,50,True,True,False,0.0009999275207519531,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.975683212280273,0.001,7,True,0.0,0.001,385,9,8,0.028404791140928864,50,True,True,False,0.0009999275207519531,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.944604873657227,0.001,8,True,0.0,0.001,232,9,8,0.017799166962504387,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.944684028625488,0.001,9,True,0.0,0.001,205,9,8,0.01727708405815065,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.972734451293945,0.001,10,True,0.0,0.001,219,9,8,0.01649050018750131,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.933792114257812,0.001,11,True,0.0,0.001,260,9,8,0.020139792002737522,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.986422538757324,0.001,12,True,0.0,0.001,221,9,8,0.016649417113512754,50,True,True,False,0.0009999275207519531,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.994711875915527,0.001,13,True,0.0,0.001,187,9,8,0.014184624888002872,50,True,True,False,0.0009999275207519531,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.980729103088379,0.001,14,True,0.0,0.001,213,9,8,0.016172749921679497,50,True,True,False,0.0009999275207519531,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.964361190795898,0.001,15,True,0.0,0.001,191,9,8,0.014485833002254367,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.976705551147461,0.001,16,True,0.0,0.001,289,9,8,0.02110358397476375,50,True,True,False,0.0009999275207519531,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.933472633361816,0.001,17,True,0.0,0.001,213,9,8,0.01563020795583725,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.994058609008789,0.001,18,True,0.0,0.001,286,9,8,0.022079415852203965,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.9923677444458,0.001,19,True,0.0,0.001,229,9,8,0.01737741706892848,50,True,True,False,0.0009999275207519531,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.993800163269043,0.001,20,True,0.0,0.001,263,9,8,0.019660791847854853,50,True,True,False,0.0009999275207519531,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.924300193786621,0.001,21,True,0.0,0.001,238,9,8,0.017596333054825664,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.98737621307373,0.001,22,True,0.0,0.001,235,9,8,0.018429458839818835,50,True,True,False,0.0009999275207519531,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.980504035949707,0.001,23,True,0.0,0.001,161,9,8,0.012658874969929457,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.983229637145996,0.001,24,True,0.0,0.001,174,9,8,0.013278624974191189,50,True,True,False,0.0009999275207519531,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.953289985656738,0.001,25,True,0.0,0.001,215,9,8,0.016920207999646664,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.952713966369629,0.001,26,True,0.0,0.001,216,9,8,0.017613417003303766,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.992609977722168,0.001,27,True,0.0,0.001,344,9,8,0.024282291997224092,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.997044563293457,0.001,28,True,0.0,0.001,241,9,8,0.018252416979521513,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.990455627441406,0.001,29,True,0.0,0.001,229,9,8,0.017568500014021993,50,True,True,False,0.0009999275207519531,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.947900772094727,0.001,30,True,0.0,0.001,214,9,8,0.016578458016738296,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.869684219360352,0.0001,1,True,0.0,0.0001,271,11,9,0.02054649987258017,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.9649658203125,0.0001,2,True,0.0,0.0001,247,11,9,0.018776999786496162,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.978192329406738,0.0001,3,True,0.0,0.0001,295,11,9,0.022420833120122552,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.969547271728516,0.0001,4,True,0.0,0.0001,246,11,9,0.021871875040233135,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
baseline,LTU(kappa=10),LTU,50,10,9.993870735168457,0.0001,5,True,0.0,0.0001,217,11,9,0.01723837503232062,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
