experiment,case,instance_class,N,target_kappa,actual_kappa,eps_target,seed,total_iters,fwd_phases,rev_phases,runtime_sec,cs_violation,matched_pairs
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9933745861053467,0.001,27,385,17,17,0.026081041898578405,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9416714906692505,0.001,28,343,17,17,0.0233816250693053,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.905202865600586,0.001,29,240,17,17,0.01677891705185175,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9420462846755981,0.001,30,315,17,17,0.02152291708625853,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9017305374145508,0.0001,1,330,20,20,0.022384375100955367,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.971927285194397,0.0001,2,295,20,20,0.020147499861195683,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9265098571777344,0.0001,3,465,20,20,0.030459666159003973,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.974908709526062,0.0001,4,334,20,20,0.022753708064556122,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9728790521621704,0.0001,5,310,20,20,0.021321916952729225,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.8598841428756714,0.0001,6,349,20,20,0.024320208001881838,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9099600315093994,0.0001,7,306,20,20,0.02162704197689891,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9786659479141235,0.0001,8,372,20,20,0.026727665914222598,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.981182336807251,0.0001,9,449,20,20,0.03322862507775426,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.8124560117721558,0.0001,10,263,20,20,0.019240499939769506,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.989508032798767,0.0001,11,179,20,20,0.015061458107084036,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.974238395690918,0.0001,12,294,20,20,0.02153908391483128,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.875627040863037,0.0001,13,364,20,20,0.026248333044350147,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9244816303253174,0.0001,14,340,20,20,0.02481245808303356,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9816420078277588,0.0001,15,289,20,20,0.020326292142271996,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9985407590866089,0.0001,16,329,20,20,0.02291425014846027,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9696245193481445,0.0001,17,465,20,20,0.030750874895602465,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.913219690322876,0.0001,18,359,20,20,0.02409812482073903,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.924095630645752,0.0001,19,271,20,20,0.01851545786485076,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.889137864112854,0.0001,20,409,20,20,0.02702783397398889,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9328501224517822,0.0001,21,232,20,20,0.016302125062793493,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9831669330596924,0.0001,22,365,20,20,0.02464062487706542,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9755913019180298,0.0001,23,535,20,20,0.036657792050391436,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9443129301071167,0.0001,24,345,20,20,0.024848375003784895,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9377446174621582,0.0001,25,384,20,20,0.027617708081379533,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.992347240447998,0.0001,26,367,20,20,0.0260409580077976,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9933745861053467,0.0001,27,415,20,20,0.02943991683423519,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9416714906692505,0.0001,28,392,20,20,0.02768204198218882,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.905202865600586,0.0001,29,264,20,20,0.019488041987642646,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9420462846755981,0.0001,30,339,20,20,0.024525332963094115,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9017305374145508,1e-05,1,354,24,24,0.025943333050236106,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.971927285194397,1e-05,2,327,24,24,0.023980541853234172,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9265098571777344,1e-05,3,553,24,24,0.03800462489016354,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.974908709526062,1e-05,4,382,24,24,0.028203416848555207,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9728790521621704,1e-05,5,334,24,24,0.02627020818181336,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.8598841428756714,1e-05,6,397,24,24,0.029592624865472317,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9099600315093994,1e-05,7,338,24,24,0.024305167142301798,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9786659479141235,1e-05,8,419,24,24,0.0290569590870291,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.981182336807251,1e-05,9,536,24,24,0.03619166696444154,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.8124560117721558,1e-05,10,287,24,24,0.020857249852269888,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.989508032798767,1e-05,11,203,24,24,0.015437332913279533,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.974238395690918,1e-05,12,326,24,24,0.022146750008687377,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.875627040863037,1e-05,13,420,24,24,0.02766420808620751,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9244816303253174,1e-05,14,388,24,24,0.025762959150597453,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9816420078277588,1e-05,15,337,24,24,0.022874916903674603,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9985407590866089,1e-05,16,365,24,24,0.025134583935141563,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9696245193481445,1e-05,17,521,24,24,0.03507712506689131,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.913219690322876,1e-05,18,391,24,24,0.026811124989762902,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.924095630645752,1e-05,19,303,24,24,0.022222874918952584,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.889137864112854,1e-05,20,441,24,24,0.02974054217338562,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9328501224517822,1e-05,21,248,24,24,0.019808707991614938,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9831669330596924,1e-05,22,397,24,24,0.027535707922652364,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9755913019180298,1e-05,23,631,24,24,0.04124125000089407,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9443129301071167,1e-05,24,401,24,24,0.0272516249679029,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9377446174621582,1e-05,25,424,24,24,0.02918991702608764,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.992347240447998,1e-05,26,395,24,24,0.026902042096480727,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9933745861053467,1e-05,27,455,24,24,0.031320458045229316,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9416714906692505,1e-05,28,456,24,24,0.031803208170458674,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.905202865600586,1e-05,29,296,24,24,0.021721000084653497,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9420462846755981,1e-05,30,371,24,24,0.026526124915108085,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9017305374145508,1e-06,1,372,27,27,0.02626766706816852,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.971927285194397,1e-06,2,351,27,27,0.0254359170794487,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9265098571777344,1e-06,3,618,27,27,0.041196499951183796,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.974908709526062,1e-06,4,416,27,27,0.028750084107741714,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9728790521621704,1e-06,5,352,27,27,0.0246330420486629,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.8598841428756714,1e-06,6,433,27,27,0.029892874881625175,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9099600315093994,1e-06,7,362,27,27,0.024865749990567565,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9786659479141235,1e-06,8,455,27,27,0.030377915827557445,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.981182336807251,1e-06,9,602,27,27,0.0404192078858614,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.8124560117721558,1e-06,10,305,27,27,0.021824459079653025,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.989508032798767,1e-06,11,221,27,27,0.01634941715747118,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.974238395690918,1e-06,12,350,27,27,0.024486625101417303,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.875627040863037,1e-06,13,462,27,27,0.03238462493754923,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9244816303253174,1e-06,14,424,27,27,0.03065750002861023,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9816420078277588,1e-06,15,373,27,27,0.026968999998643994,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9985407590866089,1e-06,16,395,27,27,0.028622500132769346,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9696245193481445,1e-06,17,563,27,27,0.03909358289092779,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.913219690322876,1e-06,18,415,27,27,0.029969542054459453,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.924095630645752,1e-06,19,327,27,27,0.024089999962598085,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.889137864112854,1e-06,20,468,27,27,0.03188704210333526,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9328501224517822,1e-06,21,260,27,27,0.018830667017027736,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9831669330596924,1e-06,22,421,27,27,0.02889837510883808,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9755913019180298,1e-06,23,703,27,27,0.04671662487089634,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9443129301071167,1e-06,24,441,27,27,0.03119175019674003,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9377446174621582,1e-06,25,452,27,27,0.032707083970308304,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.992347240447998,1e-06,26,419,27,27,0.028579500038176775,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9933745861053467,1e-06,27,485,27,27,0.03206437500193715,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9416714906692505,1e-06,28,504,27,27,0.03313612495549023,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.905202865600586,1e-06,29,320,27,27,0.022011457942426205,0.0,50
baseline,CSA-linear(kappa=2),CSA-linear,50,2,1.9420462846755981,1e-06,30,395,27,27,0.02659666584804654,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.869684219360352,0.1,1,201,10,10,0.013774249935522676,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.9649658203125,0.1,2,105,10,10,0.007826457964256406,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.978192329406738,0.1,3,68,10,10,0.005286207888275385,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.969547271728516,0.1,4,141,10,10,0.010354207828640938,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.993870735168457,0.1,5,126,10,10,0.00951987481676042,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.97702407836914,0.1,6,111,10,10,0.00835587503388524,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.975683212280273,0.1,7,169,10,10,0.011885541956871748,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.944604873657227,0.1,8,196,10,10,0.013822375098243356,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.944684028625488,0.1,9,108,10,10,0.008011874975636601,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.972734451293945,0.1,10,90,10,10,0.006853209109976888,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.933792114257812,0.1,11,193,10,10,0.013413207838311791,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.986422538757324,0.1,12,174,10,10,0.012287041870877147,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.994711875915527,0.1,13,108,10,10,0.00847962498664856,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.980729103088379,0.1,14,219,10,10,0.015907834051176906,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.964361190795898,0.1,15,121,10,10,0.009262292180210352,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.976705551147461,0.1,16,91,10,10,0.007225792156532407,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.933472633361816,0.1,17,93,10,10,0.007322791963815689,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.994058609008789,0.1,18,140,10,10,0.0104932498652488,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.9923677444458,0.1,19,146,10,10,0.010921542067080736,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.993800163269043,0.1,20,158,10,10,0.011413499945774674,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.924300193786621,0.1,21,168,10,10,0.011665707919746637,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.98737621307373,0.1,22,205,10,10,0.0142875409219414,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.980504035949707,0.1,23,177,10,10,0.011895125033333898,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.983229637145996,0.1,24,131,10,10,0.009169332915917039,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.953289985656738,0.1,25,169,10,10,0.011666374979540706,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.952713966369629,0.1,26,128,10,10,0.009146041935309768,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.992609977722168,0.1,27,102,10,10,0.007513290969654918,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.997044563293457,0.1,28,93,10,10,0.006910541094839573,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.990455627441406,0.1,29,162,10,10,0.011369042098522186,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.947900772094727,0.1,30,165,10,10,0.011977125192061067,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.869684219360352,0.01,1,228,14,14,0.016801834106445312,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.9649658203125,0.01,2,140,14,14,0.010825874982401729,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.978192329406738,0.01,3,86,14,14,0.00720791588537395,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.969547271728516,0.01,4,220,14,14,0.01568516599945724,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.993870735168457,0.01,5,153,14,14,0.011341042118147016,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.97702407836914,0.01,6,174,14,14,0.01276329206302762,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.975683212280273,0.01,7,197,14,14,0.014247250044718385,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.944604873657227,0.01,8,320,14,14,0.02191954106092453,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.944684028625488,0.01,9,138,14,14,0.010456833057105541,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.972734451293945,0.01,10,116,14,14,0.008946625050157309,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.933792114257812,0.01,11,276,14,14,0.01927249995060265,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.986422538757324,0.01,12,337,14,14,0.023520957911387086,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.994711875915527,0.01,13,157,14,14,0.011990208877250552,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.980729103088379,0.01,14,314,14,14,0.02262745820917189,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.964361190795898,0.01,15,206,14,14,0.015324332984164357,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.976705551147461,0.01,16,128,14,14,0.010209625121206045,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.933472633361816,0.01,17,107,14,14,0.00864574988372624,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.994058609008789,0.01,18,223,14,14,0.016548458952456713,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.9923677444458,0.01,19,214,14,14,0.01589825004339218,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.993800163269043,0.01,20,205,14,14,0.015288790920749307,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.924300193786621,0.01,21,256,14,14,0.018619040958583355,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.98737621307373,0.01,22,258,14,14,0.018894790904596448,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.980504035949707,0.01,23,167,14,14,0.012072165962308645,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.983229637145996,0.01,24,188,14,14,0.013748958008363843,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.953289985656738,0.01,25,325,14,14,0.022444457979872823,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.952713966369629,0.01,26,255,14,14,0.01791654108092189,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.992609977722168,0.01,27,101,14,14,0.007788917049765587,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.997044563293457,0.01,28,103,14,14,0.00792274996638298,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.990455627441406,0.01,29,220,14,14,0.015077457996085286,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.947900772094727,0.01,30,231,14,14,0.015865541994571686,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.869684219360352,0.001,1,261,17,17,0.018850082997232676,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.9649658203125,0.001,2,156,17,17,0.012036083964630961,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.978192329406738,0.001,3,97,17,17,0.008122582919895649,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.969547271728516,0.001,4,262,17,17,0.01835641684010625,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.993870735168457,0.001,5,165,17,17,0.012445041909813881,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.97702407836914,0.001,6,210,17,17,0.015400042058899999,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.975683212280273,0.001,7,208,17,17,0.015197583939880133,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.944604873657227,0.001,8,374,17,17,0.02596333296969533,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.944684028625488,0.001,9,162,17,17,0.012180207995697856,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.972734451293945,0.001,10,134,17,17,0.010026209056377411,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.933792114257812,0.001,11,291,17,17,0.01985454186797142,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.986422538757324,0.001,12,391,17,17,0.026418749941512942,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.994711875915527,0.001,13,195,17,17,0.013641833094879985,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.980729103088379,0.001,14,329,17,17,0.0221563340164721,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.964361190795898,0.001,15,254,17,17,0.01767954113893211,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.976705551147461,0.001,16,140,17,17,0.010520291049033403,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.933472633361816,0.001,17,118,17,17,0.009168958058580756,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.994058609008789,0.001,18,245,17,17,0.018286292208358645,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.9923677444458,0.001,19,234,17,17,0.01740095904096961,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.993800163269043,0.001,20,233,17,17,0.016897166846320033,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.924300193786621,0.001,21,326,17,17,0.022933625150471926,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.98737621307373,0.001,22,289,17,17,0.02057295897975564,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.980504035949707,0.001,23,192,17,17,0.01418741699308157,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.983229637145996,0.001,24,231,17,17,0.016713500022888184,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.953289985656738,0.001,25,392,17,17,0.02698066714219749,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.952713966369629,0.001,26,293,17,17,0.019757249858230352,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.992609977722168,0.001,27,115,17,17,0.009209208888933063,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.997044563293457,0.001,28,116,17,17,0.009022083133459091,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.990455627441406,0.001,29,238,17,17,0.016464750049635768,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.947900772094727,0.001,30,256,17,17,0.017735833069309592,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.869684219360352,0.0001,1,287,20,20,0.02028599986806512,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.9649658203125,0.0001,2,170,20,20,0.012980874860659242,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.978192329406738,0.0001,3,109,20,20,0.008954582968726754,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.969547271728516,0.0001,4,305,20,20,0.02137879212386906,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.993870735168457,0.0001,5,177,20,20,0.01339495787397027,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.97702407836914,0.0001,6,235,20,20,0.017061624908819795,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.975683212280273,0.0001,7,217,20,20,0.01573766698129475,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.944604873657227,0.0001,8,410,20,20,0.02815491589717567,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.944684028625488,0.0001,9,179,20,20,0.01386800012551248,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.972734451293945,0.0001,10,152,20,20,0.012102541979402304,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.933792114257812,0.0001,11,309,20,20,0.022720583016052842,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.986422538757324,0.0001,12,428,20,20,0.03029450005851686,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.994711875915527,0.0001,13,232,20,20,0.017277459148317575,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.980729103088379,0.0001,14,371,20,20,0.02493833308108151,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.964361190795898,0.0001,15,291,20,20,0.01973804086446762,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.976705551147461,0.0001,16,150,20,20,0.011224874993786216,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.933472633361816,0.0001,17,130,20,20,0.009967416059225798,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.994058609008789,0.0001,18,260,20,20,0.018252459121868014,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.9923677444458,0.0001,19,258,20,20,0.019165458157658577,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.993800163269043,0.0001,20,259,20,20,0.01890700007788837,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.924300193786621,0.0001,21,396,20,20,0.027268124977126718,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.98737621307373,0.0001,22,305,20,20,0.021782249910756946,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.980504035949707,0.0001,23,211,20,20,0.01558050001040101,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.983229637145996,0.0001,24,279,20,20,0.020000208169221878,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.953289985656738,0.0001,25,452,20,20,0.03131741704419255,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.952713966369629,0.0001,26,317,20,20,0.02334600011818111,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.992609977722168,0.0001,27,128,20,20,0.01057816599495709,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.997044563293457,0.0001,28,125,20,20,0.010142209008336067,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.990455627441406,0.0001,29,255,20,20,0.01833795802667737,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.947900772094727,0.0001,30,279,20,20,0.01965716714039445,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.869684219360352,1e-05,1,305,24,24,0.021278792060911655,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.9649658203125,1e-05,2,197,24,24,0.014538333052769303,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.978192329406738,1e-05,3,123,24,24,0.009944374905899167,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.969547271728516,1e-05,4,361,24,24,0.024538791039958596,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.993870735168457,1e-05,5,193,24,24,0.014236249960958958,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.97702407836914,1e-05,6,268,24,24,0.01885654218494892,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.975683212280273,1e-05,7,225,24,24,0.0165519998408854,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.944604873657227,1e-05,8,458,24,24,0.0316892908886075,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.944684028625488,1e-05,9,203,24,24,0.015281792031601071,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.972734451293945,1e-05,10,175,24,24,0.014028667006641626,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.933792114257812,1e-05,11,333,24,24,0.024986250093206763,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.986422538757324,1e-05,12,475,24,24,0.03465104103088379,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.994711875915527,1e-05,13,280,24,24,0.02022395795211196,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.980729103088379,1e-05,14,418,24,24,0.03128416696563363,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.964361190795898,1e-05,15,339,24,24,0.02581162517890334,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.976705551147461,1e-05,16,166,24,24,0.013810582924634218,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.933472633361816,1e-05,17,146,24,24,0.012563457945361733,0.0,50
