experiment,case,instance_class,N,target_kappa,actual_kappa,eps_target,seed,total_iters,fwd_phases,rev_phases,runtime_sec,cs_violation,matched_pairs
baseline,LTU(kappa=10),LTU,50,10,9.994058609008789,1e-05,18,276,24,24,0.021051374962553382,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.9923677444458,1e-05,19,290,24,24,0.020930791040882468,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.993800163269043,1e-05,20,290,24,24,0.020271165994927287,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.924300193786621,1e-05,21,490,24,24,0.03390795807354152,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.98737621307373,1e-05,22,327,24,24,0.02439370797947049,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.980504035949707,1e-05,23,236,24,24,0.018936832901090384,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.983229637145996,1e-05,24,343,24,24,0.02632541605271399,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.953289985656738,1e-05,25,521,24,24,0.036176875000819564,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.952713966369629,1e-05,26,336,24,24,0.02564645907841623,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.992609977722168,1e-05,27,147,24,24,0.0127874999307096,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.997044563293457,1e-05,28,141,24,24,0.012194416020065546,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.990455627441406,1e-05,29,278,24,24,0.022403834154829383,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.947900772094727,1e-05,30,311,24,24,0.02390854200348258,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.869684219360352,1e-06,1,323,27,27,0.024556833086535335,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.9649658203125,1e-06,2,215,27,27,0.017553041921928525,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.978192329406738,1e-06,3,135,27,27,0.011816082987934351,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.969547271728516,1e-06,4,402,27,27,0.029669832903891802,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.993870735168457,1e-06,5,205,27,27,0.01655083312653005,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.97702407836914,1e-06,6,292,27,27,0.022472166921943426,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.975683212280273,1e-06,7,233,27,27,0.018361208029091358,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.944604873657227,1e-06,8,494,27,27,0.03632974997162819,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.944684028625488,1e-06,9,221,27,27,0.016939874971285462,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.972734451293945,1e-06,10,188,27,27,0.014722750056535006,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.933792114257812,1e-06,11,346,27,27,0.024987792130559683,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.986422538757324,1e-06,12,511,27,27,0.0371064159553498,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.994711875915527,1e-06,13,316,27,27,0.024133000057190657,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.980729103088379,1e-06,14,447,27,27,0.033591374987736344,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.964361190795898,1e-06,15,375,27,27,0.029459083918482065,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.976705551147461,1e-06,16,178,27,27,0.014795790892094374,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.933472633361816,1e-06,17,158,27,27,0.012715541990473866,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.994058609008789,1e-06,18,288,27,27,0.0210361669305712,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.9923677444458,1e-06,19,314,27,27,0.023829166078940034,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.993800163269043,1e-06,20,313,27,27,0.02422737516462803,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.924300193786621,1e-06,21,562,27,27,0.0407410420011729,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.98737621307373,1e-06,22,347,27,27,0.02621700009331107,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.980504035949707,1e-06,23,254,27,27,0.020069624995812774,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.983229637145996,1e-06,24,391,27,27,0.028811082942411304,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.953289985656738,1e-06,25,563,27,27,0.04054987500421703,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.952713966369629,1e-06,26,350,27,27,0.026444833958521485,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.992609977722168,1e-06,27,161,27,27,0.013833833858370781,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.997044563293457,1e-06,28,151,27,27,0.012950458098202944,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.990455627441406,1e-06,29,295,27,27,0.022501624887809157,0.0,50
baseline,LTU(kappa=10),LTU,50,10,9.947900772094727,1e-06,30,335,27,27,0.025265750009566545,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,407.6876525878906,0.01,1,127,14,14,0.01009654114022851,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,733.8314819335938,0.01,2,304,14,14,0.02241033292375505,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,829.7979125976562,0.01,3,97,14,14,0.008469416992738843,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,754.2449951171875,0.01,4,90,14,14,0.00798191619105637,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,978.3314819335938,0.01,5,108,14,14,0.008931000018492341,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,873.842041015625,0.01,6,167,14,14,0.012960792053490877,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,808.8357543945312,0.01,7,146,14,14,0.011765375034883618,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,663.2373046875,0.01,8,98,14,14,0.008311291923746467,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,620.5606689453125,0.01,9,142,14,14,0.011271582916378975,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,811.388916015625,0.01,10,130,14,14,0.010583374882116914,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,577.2681274414062,0.01,11,169,14,14,0.012782666832208633,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,876.2900390625,0.01,12,130,14,14,0.009967375081032515,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,964.0220336914062,0.01,13,194,14,14,0.014863583026453853,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,858.9887084960938,0.01,14,151,14,14,0.011517832987010479,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,729.4735717773438,0.01,15,107,14,14,0.008641124935820699,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,801.60498046875,0.01,16,163,14,14,0.012230540858581662,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,575.5752563476562,0.01,17,204,14,14,0.014273042092099786,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,956.6145629882812,0.01,18,181,14,14,0.013018040917813778,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,924.294921875,0.01,19,111,14,14,0.008537292014807463,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,942.6127319335938,0.01,20,168,14,14,0.012196332914754748,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,555.5726928710938,0.01,21,173,14,14,0.012390166986733675,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,903.5206909179688,0.01,22,166,14,14,0.012097666040062904,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,827.1033325195312,0.01,23,120,14,14,0.009094208013266325,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,934.6031494140625,0.01,24,130,14,14,0.01014737505465746,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,683.8907470703125,0.01,25,118,14,14,0.0094805839471519,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,685.470703125,0.01,26,130,14,14,0.010296582942828536,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,972.5284423828125,0.01,27,139,14,14,0.010803333949297667,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,971.44775390625,0.01,28,105,14,14,0.008539959089830518,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,925.4082641601562,0.01,29,117,14,14,0.009231291944161057,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,747.3265991210938,0.01,30,105,14,14,0.008509875042364001,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,407.6876525878906,0.001,1,146,17,17,0.011745333904400468,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,733.8314819335938,0.001,2,274,17,17,0.020061083137989044,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,829.7979125976562,0.001,3,111,17,17,0.009156541898846626,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,754.2449951171875,0.001,4,109,17,17,0.009185959119349718,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,978.3314819335938,0.001,5,127,17,17,0.010179208125919104,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,873.842041015625,0.001,6,194,17,17,0.01462112506851554,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,808.8357543945312,0.001,7,166,17,17,0.012582249939441681,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,663.2373046875,0.001,8,114,17,17,0.009407875128090382,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,620.5606689453125,0.001,9,160,17,17,0.01218620897270739,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,811.388916015625,0.001,10,159,17,17,0.01232474995777011,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,577.2681274414062,0.001,11,190,17,17,0.014151457929983735,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,876.2900390625,0.001,12,161,17,17,0.013145833974704146,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,964.0220336914062,0.001,13,133,17,17,0.010838625021278858,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,858.9887084960938,0.001,14,180,17,17,0.014298333087936044,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,729.4735717773438,0.001,15,127,17,17,0.010604500072076917,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,801.60498046875,0.001,16,222,17,17,0.01723574986681342,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,575.5752563476562,0.001,17,234,17,17,0.017852416029199958,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,956.6145629882812,0.001,18,134,17,17,0.01105820806697011,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,924.294921875,0.001,19,129,17,17,0.010766916908323765,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,942.6127319335938,0.001,20,184,17,17,0.014493415830656886,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,555.5726928710938,0.001,21,190,17,17,0.014846207806840539,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,903.5206909179688,0.001,22,189,17,17,0.014931916957721114,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,827.1033325195312,0.001,23,162,17,17,0.012468165950849652,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,934.6031494140625,0.001,24,167,17,17,0.012790957931429148,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,683.8907470703125,0.001,25,150,17,17,0.012709790840744972,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,685.470703125,0.001,26,146,17,17,0.013035333016887307,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,972.5284423828125,0.001,27,166,17,17,0.01326650008559227,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,971.44775390625,0.001,28,120,17,17,0.009847417008131742,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,925.4082641601562,0.001,29,139,17,17,0.010941499844193459,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,747.3265991210938,0.001,30,118,17,17,0.009593042079359293,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,407.6876525878906,0.0001,1,164,20,20,0.012909417040646076,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,733.8314819335938,0.0001,2,337,20,20,0.024140459019690752,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,829.7979125976562,0.0001,3,123,20,20,0.010184458922594786,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,754.2449951171875,0.0001,4,120,20,20,0.009963667020201683,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,978.3314819335938,0.0001,5,151,20,20,0.01219858299009502,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,873.842041015625,0.0001,6,218,20,20,0.016181583981961012,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,808.8357543945312,0.0001,7,184,20,20,0.014348125085234642,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,663.2373046875,0.0001,8,130,20,20,0.010685250163078308,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,620.5606689453125,0.0001,9,178,20,20,0.013721083989366889,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,811.388916015625,0.0001,10,189,20,20,0.014271749882027507,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,577.2681274414062,0.0001,11,203,20,20,0.015336292097344995,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,876.2900390625,0.0001,12,170,20,20,0.01318758400157094,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,964.0220336914062,0.0001,13,151,20,20,0.011855666991323233,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,858.9887084960938,0.0001,14,210,20,20,0.01636104192584753,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,729.4735717773438,0.0001,15,141,20,20,0.011598249897360802,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,801.60498046875,0.0001,16,242,20,20,0.018565583042800426,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,575.5752563476562,0.0001,17,268,20,20,0.019890625029802322,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,956.6145629882812,0.0001,18,150,20,20,0.012226250022649765,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,924.294921875,0.0001,19,147,20,20,0.011844458058476448,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,942.6127319335938,0.0001,20,206,20,20,0.015645167091861367,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,555.5726928710938,0.0001,21,200,20,20,0.015049749985337257,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,903.5206909179688,0.0001,22,205,20,20,0.015523042064160109,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,827.1033325195312,0.0001,23,197,20,20,0.01494187512435019,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,934.6031494140625,0.0001,24,203,20,20,0.01544012501835823,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,683.8907470703125,0.0001,25,174,20,20,0.013437499990686774,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,685.470703125,0.0001,26,168,20,20,0.013106332859024405,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,972.5284423828125,0.0001,27,190,20,20,0.014344791881740093,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,971.44775390625,0.0001,28,135,20,20,0.010882416972890496,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,925.4082641601562,0.0001,29,149,20,20,0.011703124968335032,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,747.3265991210938,0.0001,30,130,20,20,0.01050920900888741,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,407.6876525878906,1e-05,1,186,24,24,0.01442829193547368,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,733.8314819335938,1e-05,2,403,24,24,0.028741500107571483,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,829.7979125976562,1e-05,3,140,24,24,0.011749624973163009,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,754.2449951171875,1e-05,4,134,24,24,0.011671457905322313,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,978.3314819335938,1e-05,5,174,24,24,0.014714292017742991,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,873.842041015625,1e-05,6,250,24,24,0.019528624834492803,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,808.8357543945312,1e-05,7,203,24,24,0.016430167015641928,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,663.2373046875,1e-05,8,147,24,24,0.012486791936680675,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,620.5606689453125,1e-05,9,202,24,24,0.016403250163421035,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,811.388916015625,1e-05,10,229,24,24,0.017848334042355418,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,577.2681274414062,1e-05,11,219,24,24,0.016875166911631823,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,876.2900390625,1e-05,12,187,24,24,0.014137041987851262,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,964.0220336914062,1e-05,13,175,24,24,0.01374770887196064,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,858.9887084960938,1e-05,14,250,24,24,0.018893875181674957,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,729.4735717773438,1e-05,15,156,24,24,0.01261174981482327,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,801.60498046875,1e-05,16,256,24,24,0.019260625122115016,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,575.5752563476562,1e-05,17,313,24,24,0.022699957946315408,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,956.6145629882812,1e-05,18,174,24,24,0.013830499956384301,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,924.294921875,1e-05,19,171,24,24,0.014184207888320088,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,942.6127319335938,1e-05,20,224,24,24,0.01760270888917148,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,555.5726928710938,1e-05,21,216,24,24,0.017330665839836,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,903.5206909179688,1e-05,22,227,24,24,0.01784766581840813,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,827.1033325195312,1e-05,23,231,24,24,0.01826591696590185,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,934.6031494140625,1e-05,24,252,24,24,0.019623999949544668,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,683.8907470703125,1e-05,25,189,24,24,0.015413708984851837,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,685.470703125,1e-05,26,196,24,24,0.015634499955922365,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,972.5284423828125,1e-05,27,218,24,24,0.016882042167708278,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,971.44775390625,1e-05,28,159,24,24,0.012879000045359135,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,925.4082641601562,1e-05,29,165,24,24,0.013574250042438507,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,747.3265991210938,1e-05,30,144,24,24,0.011983250034973025,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,407.6876525878906,1e-06,1,204,27,27,0.015914750052616,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,733.8314819335938,1e-06,2,453,27,27,0.03205466712825,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,829.7979125976562,1e-06,3,152,27,27,0.012518082978203893,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,754.2449951171875,1e-06,4,142,27,27,0.011960083153098822,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,978.3314819335938,1e-06,5,190,27,27,0.015071582980453968,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,873.842041015625,1e-06,6,274,27,27,0.021411958849057555,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,808.8357543945312,1e-06,7,209,27,27,0.01675883401185274,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,663.2373046875,1e-06,8,158,27,27,0.013635665876790881,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,620.5606689453125,1e-06,9,220,27,27,0.01788520789705217,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,811.388916015625,1e-06,10,259,27,27,0.019763082964345813,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,577.2681274414062,1e-06,11,237,27,27,0.018065958051010966,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,876.2900390625,1e-06,12,200,27,27,0.015799374785274267,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,964.0220336914062,1e-06,13,193,27,27,0.015319916885346174,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,858.9887084960938,1e-06,14,280,27,27,0.02153508411720395,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,729.4735717773438,1e-06,15,168,27,27,0.0139055410400033,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,801.60498046875,1e-06,16,266,27,27,0.020581958116963506,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,575.5752563476562,1e-06,17,344,27,27,0.02526074997149408,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,956.6145629882812,1e-06,18,190,27,27,0.015698707895353436,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,924.294921875,1e-06,19,189,27,27,0.015671332832425833,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,942.6127319335938,1e-06,20,236,27,27,0.0189216248691082,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,555.5726928710938,1e-06,21,228,27,27,0.0181275000795722,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,903.5206909179688,1e-06,22,234,27,27,0.018841708078980446,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,827.1033325195312,1e-06,23,241,27,27,0.019022332970052958,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,934.6031494140625,1e-06,24,270,27,27,0.02100374992005527,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,683.8907470703125,1e-06,25,201,27,27,0.01584916701540351,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,685.470703125,1e-06,26,218,27,27,0.01713229203596711,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,972.5284423828125,1e-06,27,230,27,27,0.017787582939490676,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,971.44775390625,1e-06,28,171,27,27,0.013964416924864054,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,925.4082641601562,1e-06,29,176,27,27,0.014178666984662414,0.0,50
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,747.3265991210938,1e-06,30,149,27,27,0.012470999965444207,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,643.4795532226562,0.01,1,65,14,14,0.005603875033557415,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2160.82177734375,0.01,2,73,14,14,0.00612395815551281,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3279.15869140625,0.01,3,63,14,14,0.005424292059615254,0.0,43
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2347.405517578125,0.01,4,67,14,14,0.005783083150163293,0.0,44
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,8213.5234375,0.01,5,72,14,14,0.0059865000657737255,0.0,44
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4106.95703125,0.01,6,71,14,14,0.006151417037472129,0.0,44
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2974.009765625,0.01,7,61,14,14,0.005480708088725805,0.0,44
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1646.8834228515625,0.01,8,70,14,14,0.006094582844525576,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1404.607421875,0.01,9,65,14,14,0.005679249996319413,0.0,42
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3011.888427734375,0.01,10,58,14,14,0.005131374811753631,0.0,44
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1200.6405029296875,0.01,11,61,14,14,0.005405208095908165,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4145.71240234375,0.01,12,61,14,14,0.0055555421859025955,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7290.7744140625,0.01,13,77,14,14,0.006461540935561061,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3790.013427734375,0.01,14,60,14,14,0.005398540990427136,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2123.378662109375,0.01,15,75,14,14,0.006318584084510803,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2876.754150390625,0.01,16,73,14,14,0.00632262509316206,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1193.3148193359375,0.01,17,69,14,14,0.0060121670830994844,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6886.7626953125,0.01,18,70,14,14,0.006074541946873069,0.0,43
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5495.91064453125,0.01,19,59,14,14,0.005330125102773309,0.0,44
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6216.4609375,0.01,20,61,14,14,0.005414292216300964,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1110.8150634765625,0.01,21,70,14,14,0.005974417086690664,0.0,44
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4840.90771484375,0.01,22,69,14,14,0.005988500081002712,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3234.611328125,0.01,23,61,14,14,0.005386250093579292,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5918.01025390625,0.01,24,73,14,14,0.006294417195022106,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1779.0296630859375,0.01,25,69,14,14,0.00603366713039577,0.0,45
